,building_id,meter,timestamp,meter_reading,site_id,primary_use,square_feet,year_built,floor_count,air_temperature,cloud_coverage,dew_temperature,precip_depth_1_hr,sea_level_pressure,wind_direction,wind_speed
2742346,1249,2,2016-02-20 17:00:00,599.76,14,Office,159384,,,12.8,0.0,0.6,0.0,1014.0,230.0,4.6
2742347,1249,3,2016-02-20 17:00:00,565.36,14,Office,159384,,,12.8,0.0,0.6,0.0,1014.0,230.0,4.6
2744407,1249,0,2016-02-20 18:00:00,326.0,14,Office,159384,,,13.9,0.0,1.1,0.0,1013.0,230.0,4.6
2744408,1249,1,2016-02-20 18:00:00,763.707,14,Office,159384,,,13.9,0.0,1.1,0.0,1013.0,230.0,4.6
2744409,1249,2,2016-02-20 18:00:00,719.712,14,Office,159384,,,13.9,0.0,1.1,0.0,1013.0,230.0,4.6
2744410,1249,3,2016-02-20 18:00:00,581.933,14,Office,159384,,,13.9,0.0,1.1,0.0,1013.0,230.0,4.6
2746476,1249,0,2016-02-20 19:00:00,306.0,14,Office,159384,,,14.4,0.0,1.7,0.0,1012.5,230.0,4.6
2746477,1249,1,2016-02-20 19:00:00,832.461,14,Office,159384,,,14.4,0.0,1.7,0.0,1012.5,230.0,4.6
2746478,1249,2,2016-02-20 19:00:00,719.712,14,Office,159384,,,14.4,0.0,1.7,0.0,1012.5,230.0,4.6
2746479,1249,3,2016-02-20 19:00:00,585.188,14,Office,159384,,,14.4,0.0,1.7,0.0,1012.5,230.0,4.6
2748543,1249,0,2016-02-20 20:00:00,300.0,14,Office,159384,,,15.6,0.0,1.1,0.0,1011.5,220.0,5.1
2748544,1249,1,2016-02-20 20:00:00,913.486,14,Office,159384,,,15.6,0.0,1.1,0.0,1011.5,220.0,5.1
2748545,1249,2,2016-02-20 20:00:00,1019.59,14,Office,159384,,,15.6,0.0,1.1,0.0,1011.5,220.0,5.1
2748546,1249,3,2016-02-20 20:00:00,578.729,14,Office,159384,,,15.6,0.0,1.1,0.0,1011.5,220.0,5.1
2750613,1249,0,2016-02-20 21:00:00,322.0,14,Office,159384,,,16.1,0.0,0.6,0.0,1010.5,230.0,6.2
2750614,1249,1,2016-02-20 21:00:00,888.902,14,Office,159384,,,16.1,0.0,0.6,0.0,1010.5,230.0,6.2
2750615,1249,2,2016-02-20 21:00:00,959.616,14,Office,159384,,,16.1,0.0,0.6,0.0,1010.5,230.0,6.2
2750616,1249,3,2016-02-20 21:00:00,578.088,14,Office,159384,,,16.1,0.0,0.6,0.0,1010.5,230.0,6.2
2752684,1249,0,2016-02-20 22:00:00,305.0,14,Office,159384,,,15.0,0.0,0.6,0.0,1010.0,210.0,5.1
2752685,1249,1,2016-02-20 22:00:00,1262.69,14,Office,159384,,,15.0,0.0,0.6,0.0,1010.0,210.0,5.1
2752686,1249,2,2016-02-20 22:00:00,719.712,14,Office,159384,,,15.0,0.0,0.6,0.0,1010.0,210.0,5.1
2752687,1249,3,2016-02-20 22:00:00,582.574,14,Office,159384,,,15.0,0.0,0.6,0.0,1010.0,210.0,5.1
2754757,1249,0,2016-02-20 23:00:00,318.0,14,Office,159384,,,12.2,0.0,1.1,0.0,1010.5,210.0,5.1
2754758,1249,1,2016-02-20 23:00:00,914.189,14,Office,159384,,,12.2,0.0,1.1,0.0,1010.5,210.0,5.1
2754759,1249,2,2016-02-20 23:00:00,659.736,14,Office,159384,,,12.2,0.0,1.1,0.0,1010.5,210.0,5.1
2754760,1249,3,2016-02-20 23:00:00,610.133,14,Office,159384,,,12.2,0.0,1.1,0.0,1010.5,210.0,5.1
2756828,1249,0,2016-02-21 00:00:00,340.0,14,Office,159384,,,11.1,0.0,1.7,0.0,1010.5,210.0,5.7
2756829,1249,1,2016-02-21 00:00:00,838.779,14,Office,159384,,,11.1,0.0,1.7,0.0,1010.5,210.0,5.7
2756830,1249,2,2016-02-21 00:00:00,719.712,14,Office,159384,,,11.1,0.0,1.7,0.0,1010.5,210.0,5.7
2756831,1249,3,2016-02-21 00:00:00,613.578,14,Office,159384,,,11.1,0.0,1.7,0.0,1010.5,210.0,5.7
2758896,1249,0,2016-02-21 01:00:00,317.0,14,Office,159384,,,10.6,0.0,2.2,0.0,1010.5,220.0,6.2
2758897,1249,1,2016-02-21 01:00:00,1081.45,14,Office,159384,,,10.6,0.0,2.2,0.0,1010.5,220.0,6.2
2758898,1249,2,2016-02-21 01:00:00,779.688,14,Office,159384,,,10.6,0.0,2.2,0.0,1010.5,220.0,6.2
2758899,1249,3,2016-02-21 01:00:00,650.61,14,Office,159384,,,10.6,0.0,2.2,0.0,1010.5,220.0,6.2
2760968,1249,0,2016-02-21 02:00:00,304.0,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.5,230.0,3.6
2760969,1249,1,2016-02-21 02:00:00,801.144,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.5,230.0,3.6
2760970,1249,2,2016-02-21 02:00:00,959.616,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.5,230.0,3.6
2760971,1249,3,2016-02-21 02:00:00,688.162,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.5,230.0,3.6
2763039,1249,0,2016-02-21 03:00:00,298.0,14,Office,159384,,,9.4,0.0,2.8,0.0,1010.0,220.0,4.6
2763040,1249,1,2016-02-21 03:00:00,720.472,14,Office,159384,,,9.4,0.0,2.8,0.0,1010.0,220.0,4.6
2763041,1249,2,2016-02-21 03:00:00,479.808,14,Office,159384,,,9.4,0.0,2.8,0.0,1010.0,220.0,4.6
2763042,1249,3,2016-02-21 03:00:00,1028.56,14,Office,159384,,,9.4,0.0,2.8,0.0,1010.0,220.0,4.6
2765112,1249,0,2016-02-21 04:00:00,298.0,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.0,230.0,3.6
2765113,1249,1,2016-02-21 04:00:00,840.157,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.0,230.0,3.6
2765114,1249,2,2016-02-21 04:00:00,599.76,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.0,230.0,3.6
2765115,1249,3,2016-02-21 04:00:00,1023.25,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.0,230.0,3.6
2767180,1249,0,2016-02-21 05:00:00,293.0,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.0,240.0,3.1
2767181,1249,1,2016-02-21 05:00:00,717.868,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.0,240.0,3.1
2767182,1249,2,2016-02-21 05:00:00,899.64,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.0,240.0,3.1
2767183,1249,3,2016-02-21 05:00:00,843.269,14,Office,159384,,,10.0,0.0,2.8,0.0,1010.0,240.0,3.1
2769250,1249,0,2016-02-21 06:00:00,342.0,14,Office,159384,,,9.4,0.0,2.8,0.0,1010.0,260.0,2.1
2769251,1249,1,2016-02-21 06:00:00,617.868,14,Office,159384,,,9.4,0.0,2.8,0.0,1010.0,260.0,2.1
2769252,1249,2,2016-02-21 06:00:00,899.64,14,Office,159384,,,9.4,0.0,2.8,0.0,1010.0,260.0,2.1
2769253,1249,3,2016-02-21 06:00:00,900.133,14,Office,159384,,,9.4,0.0,2.8,0.0,1010.0,260.0,2.1
2771321,1249,0,2016-02-21 07:00:00,284.0,14,Office,159384,,,8.9,0.0,2.8,0.0,1011.0,240.0,1.5
2771322,1249,1,2016-02-21 07:00:00,578.727,14,Office,159384,,,8.9,0.0,2.8,0.0,1011.0,240.0,1.5
2771323,1249,2,2016-02-21 07:00:00,899.64,14,Office,159384,,,8.9,0.0,2.8,0.0,1011.0,240.0,1.5
2771324,1249,3,2016-02-21 07:00:00,1090.67,14,Office,159384,,,8.9,0.0,2.8,0.0,1011.0,240.0,1.5
2773391,1249,0,2016-02-21 08:00:00,292.0,14,Office,159384,,,8.9,0.0,2.8,0.0,1010.5,250.0,2.6
2773392,1249,1,2016-02-21 08:00:00,536.33,14,Office,159384,,,8.9,0.0,2.8,0.0,1010.5,250.0,2.6
2773393,1249,2,2016-02-21 08:00:00,839.664,14,Office,159384,,,8.9,0.0,2.8,0.0,1010.5,250.0,2.6
2773394,1249,3,2016-02-21 08:00:00,1025.28,14,Office,159384,,,8.9,0.0,2.8,0.0,1010.5,250.0,2.6
2775460,1249,0,2016-02-21 09:00:00,307.0,14,Office,159384,,,8.9,0.0,2.2,0.0,1011.0,280.0,1.5
2775461,1249,1,2016-02-21 09:00:00,550.87,14,Office,159384,,,8.9,0.0,2.2,0.0,1011.0,280.0,1.5
2775462,1249,2,2016-02-21 09:00:00,659.736,14,Office,159384,,,8.9,0.0,2.2,0.0,1011.0,280.0,1.5
2775463,1249,3,2016-02-21 09:00:00,1034.77,14,Office,159384,,,8.9,0.0,2.2,0.0,1011.0,280.0,1.5
2777527,1249,0,2016-02-21 10:00:00,287.0,14,Office,159384,,,8.3,0.0,2.2,0.0,1012.0,280.0,1.5
2777528,1249,1,2016-02-21 10:00:00,809.567,14,Office,159384,,,8.3,0.0,2.2,0.0,1012.0,280.0,1.5
2777529,1249,2,2016-02-21 10:00:00,899.64,14,Office,159384,,,8.3,0.0,2.2,0.0,1012.0,280.0,1.5
2777530,1249,3,2016-02-21 10:00:00,898.376,14,Office,159384,,,8.3,0.0,2.2,0.0,1012.0,280.0,1.5
2779596,1249,0,2016-02-21 11:00:00,294.0,14,Office,159384,,,7.8,0.0,2.8,0.0,1012.5,290.0,2.1
2779597,1249,1,2016-02-21 11:00:00,681.041,14,Office,159384,,,7.8,0.0,2.8,0.0,1012.5,290.0,2.1
2779598,1249,2,2016-02-21 11:00:00,1319.47,14,Office,159384,,,7.8,0.0,2.8,0.0,1012.5,290.0,2.1
2779599,1249,3,2016-02-21 11:00:00,1050.96,14,Office,159384,,,7.8,0.0,2.8,0.0,1012.5,290.0,2.1
2781666,1249,0,2016-02-21 12:00:00,297.0,14,Office,159384,,,5.0,0.0,1.7,0.0,1013.0,360.0,3.1
2781667,1249,1,2016-02-21 12:00:00,946.706,14,Office,159384,,,5.0,0.0,1.7,0.0,1013.0,360.0,3.1
2781668,1249,2,2016-02-21 12:00:00,959.616,14,Office,159384,,,5.0,0.0,1.7,0.0,1013.0,360.0,3.1
2781669,1249,3,2016-02-21 12:00:00,1010.67,14,Office,159384,,,5.0,0.0,1.7,0.0,1013.0,360.0,3.1
2783734,1249,0,2016-02-21 13:00:00,302.0,14,Office,159384,,,5.6,0.0,1.7,0.0,1013.5,350.0,2.1
2783735,1249,1,2016-02-21 13:00:00,856.627,14,Office,159384,,,5.6,0.0,1.7,0.0,1013.5,350.0,2.1
2783736,1249,2,2016-02-21 13:00:00,899.64,14,Office,159384,,,5.6,0.0,1.7,0.0,1013.5,350.0,2.1
2783737,1249,3,2016-02-21 13:00:00,844.045,14,Office,159384,,,5.6,0.0,1.7,0.0,1013.5,350.0,2.1
2785802,1249,0,2016-02-21 14:00:00,293.0,14,Office,159384,,,8.3,0.0,2.8,0.0,1013.5,0.0,0.0
2785803,1249,1,2016-02-21 14:00:00,740.416,14,Office,159384,,,8.3,0.0,2.8,0.0,1013.5,0.0,0.0
2785804,1249,2,2016-02-21 14:00:00,719.712,14,Office,159384,,,8.3,0.0,2.8,0.0,1013.5,0.0,0.0
2785805,1249,3,2016-02-21 14:00:00,636.154,14,Office,159384,,,8.3,0.0,2.8,0.0,1013.5,0.0,0.0
2787873,1249,0,2016-02-21 15:00:00,318.0,14,Office,159384,,,11.1,0.0,2.8,0.0,1013.5,0.0,0.0
2787874,1249,1,2016-02-21 15:00:00,825.524,14,Office,159384,,,11.1,0.0,2.8,0.0,1013.5,0.0,0.0
2787875,1249,2,2016-02-21 15:00:00,599.76,14,Office,159384,,,11.1,0.0,2.8,0.0,1013.5,0.0,0.0
2787876,1249,3,2016-02-21 15:00:00,628.178,14,Office,159384,,,11.1,0.0,2.8,0.0,1013.5,0.0,0.0
2789943,1249,0,2016-02-21 16:00:00,300.0,14,Office,159384,,,11.7,2.0,1.7,0.0,1013.5,0.0,0.0
2789944,1249,1,2016-02-21 16:00:00,771.271,14,Office,159384,,,11.7,2.0,1.7,0.0,1013.5,0.0,0.0
2789945,1249,2,2016-02-21 16:00:00,899.64,14,Office,159384,,,11.7,2.0,1.7,0.0,1013.5,0.0,0.0
2789946,1249,3,2016-02-21 16:00:00,991.01,14,Office,159384,,,11.7,2.0,1.7,0.0,1013.5,0.0,0.0
2792014,1249,0,2016-02-21 17:00:00,308.0,14,Office,159384,,,11.7,4.0,1.7,0.0,1013.5,0.0,0.0
2792015,1249,1,2016-02-21 17:00:00,847.207,14,Office,159384,,,11.7,4.0,1.7,0.0,1013.5,0.0,0.0
2792016,1249,2,2016-02-21 17:00:00,719.712,14,Office,159384,,,11.7,4.0,1.7,0.0,1013.5,0.0,0.0
2792017,1249,3,2016-02-21 17:00:00,984.727,14,Office,159384,,,11.7,4.0,1.7,0.0,1013.5,0.0,0.0
2794084,1249,0,2016-02-21 18:00:00,300.0,14,Office,159384,,,12.8,,1.7,0.0,1011.5,350.0,3.6
2794085,1249,1,2016-02-21 18:00:00,738.044,14,Office,159384,,,12.8,,1.7,0.0,1011.5,350.0,3.6
2794086,1249,2,2016-02-21 18:00:00,839.664,14,Office,159384,,,12.8,,1.7,0.0,1011.5,350.0,3.6
2794087,1249,3,2016-02-21 18:00:00,884.537,14,Office,159384,,,12.8,,1.7,0.0,1011.5,350.0,3.6
2796154,1249,0,2016-02-21 19:00:00,307.0,14,Office,159384,,,13.3,,1.7,0.0,1011.5,30.0,2.1
2796155,1249,1,2016-02-21 19:00:00,794.576,14,Office,159384,,,13.3,,1.7,0.0,1011.5,30.0,2.1
2796156,1249,2,2016-02-21 19:00:00,719.712,14,Office,159384,,,13.3,,1.7,0.0,1011.5,30.0,2.1
2796157,1249,3,2016-02-21 19:00:00,846.784,14,Office,159384,,,13.3,,1.7,0.0,1011.5,30.0,2.1
2798227,1249,0,2016-02-21 20:00:00,338.0,14,Office,159384,,,12.8,,1.1,0.0,1011.0,0.0,0.0
2798228,1249,1,2016-02-21 20:00:00,908.908,14,Office,159384,,,12.8,,1.1,0.0,1011.0,0.0,0.0
2798229,1249,2,2016-02-21 20:00:00,719.712,14,Office,159384,,,12.8,,1.1,0.0,1011.0,0.0,0.0
2798230,1249,3,2016-02-21 20:00:00,708.991,14,Office,159384,,,12.8,,1.1,0.0,1011.0,0.0,0.0
2800300,1249,0,2016-02-21 21:00:00,312.0,14,Office,159384,,,12.2,,1.1,0.0,1011.0,30.0,2.1
2800301,1249,1,2016-02-21 21:00:00,1055.25,14,Office,159384,,,12.2,,1.1,0.0,1011.0,30.0,2.1
2800302,1249,2,2016-02-21 21:00:00,1079.57,14,Office,159384,,,12.2,,1.1,0.0,1011.0,30.0,2.1
2800303,1249,3,2016-02-21 21:00:00,807.108,14,Office,159384,,,12.2,,1.1,0.0,1011.0,30.0,2.1
2802372,1249,0,2016-02-21 22:00:00,338.0,14,Office,159384,,,11.7,,0.6,0.0,1011.5,0.0,0.0
2802373,1249,1,2016-02-21 22:00:00,1008.55,14,Office,159384,,,11.7,,0.6,0.0,1011.5,0.0,0.0
2802374,1249,2,2016-02-21 22:00:00,839.664,14,Office,159384,,,11.7,,0.6,0.0,1011.5,0.0,0.0
2802375,1249,3,2016-02-21 22:00:00,865.9,14,Office,159384,,,11.7,,0.6,0.0,1011.5,0.0,0.0
2804444,1249,0,2016-02-21 23:00:00,307.0,14,Office,159384,,,10.6,,1.7,-1.0,1011.5,350.0,2.6
2804445,1249,1,2016-02-21 23:00:00,1198.24,14,Office,159384,,,10.6,,1.7,-1.0,1011.5,350.0,2.6
2804446,1249,2,2016-02-21 23:00:00,659.736,14,Office,159384,,,10.6,,1.7,-1.0,1011.5,350.0,2.6
2804447,1249,3,2016-02-21 23:00:00,859.682,14,Office,159384,,,10.6,,1.7,-1.0,1011.5,350.0,2.6
2806512,1249,0,2016-02-22 00:00:00,314.0,14,Office,159384,,,8.9,,3.3,5.0,1012.5,360.0,2.6
2806513,1249,1,2016-02-22 00:00:00,1169.81,14,Office,159384,,,8.9,,3.3,5.0,1012.5,360.0,2.6
2806514,1249,2,2016-02-22 00:00:00,779.688,14,Office,159384,,,8.9,,3.3,5.0,1012.5,360.0,2.6
2806515,1249,3,2016-02-22 00:00:00,867.923,14,Office,159384,,,8.9,,3.3,5.0,1012.5,360.0,2.6
2808577,1249,0,2016-02-22 01:00:00,325.0,14,Office,159384,,,7.8,,4.4,3.0,1013.0,350.0,3.1
2808578,1249,1,2016-02-22 01:00:00,934.09,14,Office,159384,,,7.8,,4.4,3.0,1013.0,350.0,3.1
2808579,1249,2,2016-02-22 01:00:00,899.64,14,Office,159384,,,7.8,,4.4,3.0,1013.0,350.0,3.1
2808580,1249,3,2016-02-22 01:00:00,1023.08,14,Office,159384,,,7.8,,4.4,3.0,1013.0,350.0,3.1
2810648,1249,0,2016-02-22 02:00:00,308.0,14,Office,159384,,,7.8,,5.0,8.0,1013.5,20.0,2.1
2810649,1249,1,2016-02-22 02:00:00,971.676,14,Office,159384,,,7.8,,5.0,8.0,1013.5,20.0,2.1
2810650,1249,2,2016-02-22 02:00:00,1019.59,14,Office,159384,,,7.8,,5.0,8.0,1013.5,20.0,2.1
2810651,1249,3,2016-02-22 02:00:00,1080.21,14,Office,159384,,,7.8,,5.0,8.0,1013.5,20.0,2.1
2812720,1249,0,2016-02-22 03:00:00,308.0,14,Office,159384,,,6.7,,5.0,13.0,1014.0,40.0,2.6
2812721,1249,1,2016-02-22 03:00:00,830.408,14,Office,159384,,,6.7,,5.0,13.0,1014.0,40.0,2.6
2812722,1249,2,2016-02-22 03:00:00,839.664,14,Office,159384,,,6.7,,5.0,13.0,1014.0,40.0,2.6
2812723,1249,3,2016-02-22 03:00:00,1042.74,14,Office,159384,,,6.7,,5.0,13.0,1014.0,40.0,2.6
2814790,1249,0,2016-02-22 04:00:00,308.0,14,Office,159384,,,6.7,,5.0,3.0,1013.5,40.0,3.6
2814791,1249,1,2016-02-22 04:00:00,912.19,14,Office,159384,,,6.7,,5.0,3.0,1013.5,40.0,3.6
2814792,1249,2,2016-02-22 04:00:00,599.76,14,Office,159384,,,6.7,,5.0,3.0,1013.5,40.0,3.6
2814793,1249,3,2016-02-22 04:00:00,873.261,14,Office,159384,,,6.7,,5.0,3.0,1013.5,40.0,3.6
2816860,1249,0,2016-02-22 05:00:00,302.0,14,Office,159384,,,6.1,,1.1,0.0,1013.5,10.0,3.6
2816861,1249,1,2016-02-22 05:00:00,769.587,14,Office,159384,,,6.1,,1.1,0.0,1013.5,10.0,3.6
2816862,1249,2,2016-02-22 05:00:00,779.688,14,Office,159384,,,6.1,,1.1,0.0,1013.5,10.0,3.6
2816863,1249,3,2016-02-22 05:00:00,872.9,14,Office,159384,,,6.1,,1.1,0.0,1013.5,10.0,3.6
2818931,1249,0,2016-02-22 06:00:00,291.0,14,Office,159384,,,5.6,,1.1,0.0,1014.0,10.0,2.6
2818932,1249,1,2016-02-22 06:00:00,644.01,14,Office,159384,,,5.6,,1.1,0.0,1014.0,10.0,2.6
2818933,1249,2,2016-02-22 06:00:00,779.688,14,Office,159384,,,5.6,,1.1,0.0,1014.0,10.0,2.6
2818934,1249,3,2016-02-22 06:00:00,948.666,14,Office,159384,,,5.6,,1.1,0.0,1014.0,10.0,2.6
2821002,1249,0,2016-02-22 07:00:00,315.0,14,Office,159384,,,4.4,4.0,0.0,0.0,1015.0,360.0,2.1
2821003,1249,1,2016-02-22 07:00:00,540.248,14,Office,159384,,,4.4,4.0,0.0,0.0,1015.0,360.0,2.1
2821004,1249,2,2016-02-22 07:00:00,839.664,14,Office,159384,,,4.4,4.0,0.0,0.0,1015.0,360.0,2.1
2821005,1249,3,2016-02-22 07:00:00,997.92,14,Office,159384,,,4.4,4.0,0.0,0.0,1015.0,360.0,2.1
2823072,1249,0,2016-02-22 08:00:00,323.0,14,Office,159384,,,2.8,0.0,-0.6,0.0,1015.0,10.0,2.1
2823073,1249,1,2016-02-22 08:00:00,554.991,14,Office,159384,,,2.8,0.0,-0.6,0.0,1015.0,10.0,2.1
2823074,1249,2,2016-02-22 08:00:00,839.664,14,Office,159384,,,2.8,0.0,-0.6,0.0,1015.0,10.0,2.1
2823075,1249,3,2016-02-22 08:00:00,1180.77,14,Office,159384,,,2.8,0.0,-0.6,0.0,1015.0,10.0,2.1
2825139,1249,0,2016-02-22 09:00:00,294.0,14,Office,159384,,,2.8,,-1.1,0.0,1015.5,340.0,2.1
2825140,1249,1,2016-02-22 09:00:00,458.529,14,Office,159384,,,2.8,,-1.1,0.0,1015.5,340.0,2.1
2825141,1249,2,2016-02-22 09:00:00,839.664,14,Office,159384,,,2.8,,-1.1,0.0,1015.5,340.0,2.1
2825142,1249,3,2016-02-22 09:00:00,1110.89,14,Office,159384,,,2.8,,-1.1,0.0,1015.5,340.0,2.1
2827223,1249,0,2016-02-22 10:00:00,293.0,14,Office,159384,,,2.2,2.0,-1.7,0.0,1016.5,360.0,3.1
2827224,1249,1,2016-02-22 10:00:00,625.714,14,Office,159384,,,2.2,2.0,-1.7,0.0,1016.5,360.0,3.1
2827225,1249,2,2016-02-22 10:00:00,1079.57,14,Office,159384,,,2.2,2.0,-1.7,0.0,1016.5,360.0,3.1
2827226,1249,3,2016-02-22 10:00:00,1031.04,14,Office,159384,,,2.2,2.0,-1.7,0.0,1016.5,360.0,3.1
2829305,1249,0,2016-02-22 11:00:00,298.0,14,Office,159384,,,1.7,0.0,-2.2,0.0,1017.5,350.0,2.6
2829306,1249,1,2016-02-22 11:00:00,750.346,14,Office,159384,,,1.7,0.0,-2.2,0.0,1017.5,350.0,2.6
2829307,1249,2,2016-02-22 11:00:00,899.64,14,Office,159384,,,1.7,0.0,-2.2,0.0,1017.5,350.0,2.6
2829308,1249,3,2016-02-22 11:00:00,1091.08,14,Office,159384,,,1.7,0.0,-2.2,0.0,1017.5,350.0,2.6
2831388,1249,0,2016-02-22 12:00:00,302.0,14,Office,159384,,,1.7,0.0,-2.8,0.0,1019.0,340.0,2.6
2831389,1249,1,2016-02-22 12:00:00,598.83,14,Office,159384,,,1.7,0.0,-2.8,0.0,1019.0,340.0,2.6
2831390,1249,2,2016-02-22 12:00:00,899.64,14,Office,159384,,,1.7,0.0,-2.8,0.0,1019.0,340.0,2.6
2831391,1249,3,2016-02-22 12:00:00,1155.99,14,Office,159384,,,1.7,0.0,-2.8,0.0,1019.0,340.0,2.6
2833470,1249,0,2016-02-22 13:00:00,313.0,14,Office,159384,,,2.8,0.0,-2.2,0.0,1020.0,350.0,2.6
2833471,1249,1,2016-02-22 13:00:00,490.953,14,Office,159384,,,2.8,0.0,-2.2,0.0,1020.0,350.0,2.6
2833472,1249,2,2016-02-22 13:00:00,959.616,14,Office,159384,,,2.8,0.0,-2.2,0.0,1020.0,350.0,2.6
2833473,1249,3,2016-02-22 13:00:00,1112.46,14,Office,159384,,,2.8,0.0,-2.2,0.0,1020.0,350.0,2.6
2835554,1249,0,2016-02-22 14:00:00,348.0,14,Office,159384,,,5.0,0.0,-2.2,0.0,1020.5,20.0,4.6
2835555,1249,1,2016-02-22 14:00:00,760.883,14,Office,159384,,,5.0,0.0,-2.2,0.0,1020.5,20.0,4.6
2835556,1249,2,2016-02-22 14:00:00,1079.57,14,Office,159384,,,5.0,0.0,-2.2,0.0,1020.5,20.0,4.6
2835557,1249,3,2016-02-22 14:00:00,1006.05,14,Office,159384,,,5.0,0.0,-2.2,0.0,1020.5,20.0,4.6
2837637,1249,0,2016-02-22 15:00:00,372.0,14,Office,159384,,,6.1,0.0,-2.2,0.0,1020.5,30.0,4.6
2837638,1249,1,2016-02-22 15:00:00,679.962,14,Office,159384,,,6.1,0.0,-2.2,0.0,1020.5,30.0,4.6
2837639,1249,2,2016-02-22 15:00:00,839.664,14,Office,159384,,,6.1,0.0,-2.2,0.0,1020.5,30.0,4.6
2837640,1249,3,2016-02-22 15:00:00,1020.63,14,Office,159384,,,6.1,0.0,-2.2,0.0,1020.5,30.0,4.6
2839720,1249,0,2016-02-22 16:00:00,365.0,14,Office,159384,,,6.7,0.0,-1.7,0.0,1020.5,,1.5
2839721,1249,1,2016-02-22 16:00:00,810.065,14,Office,159384,,,6.7,0.0,-1.7,0.0,1020.5,,1.5
2839722,1249,2,2016-02-22 16:00:00,899.64,14,Office,159384,,,6.7,0.0,-1.7,0.0,1020.5,,1.5
2839723,1249,3,2016-02-22 16:00:00,837.07,14,Office,159384,,,6.7,0.0,-1.7,0.0,1020.5,,1.5
2841804,1249,0,2016-02-22 17:00:00,364.0,14,Office,159384,,,8.3,0.0,-1.7,0.0,1020.0,,1.5
2841805,1249,1,2016-02-22 17:00:00,828.029,14,Office,159384,,,8.3,0.0,-1.7,0.0,1020.0,,1.5
2841806,1249,2,2016-02-22 17:00:00,1019.59,14,Office,159384,,,8.3,0.0,-1.7,0.0,1020.0,,1.5
2841807,1249,3,2016-02-22 17:00:00,805.741,14,Office,159384,,,8.3,0.0,-1.7,0.0,1020.0,,1.5
2843887,1249,0,2016-02-22 18:00:00,368.0,14,Office,159384,,,9.4,0.0,-2.2,0.0,1019.0,,2.1
2843888,1249,1,2016-02-22 18:00:00,831.165,14,Office,159384,,,9.4,0.0,-2.2,0.0,1019.0,,2.1
2843889,1249,2,2016-02-22 18:00:00,779.688,14,Office,159384,,,9.4,0.0,-2.2,0.0,1019.0,,2.1
2843890,1249,3,2016-02-22 18:00:00,886.604,14,Office,159384,,,9.4,0.0,-2.2,0.0,1019.0,,2.1
2845969,1249,0,2016-02-22 19:00:00,375.0,14,Office,159384,,,10.6,0.0,-2.2,0.0,1019.0,350.0,3.6
2845970,1249,1,2016-02-22 19:00:00,774.554,14,Office,159384,,,10.6,0.0,-2.2,0.0,1019.0,350.0,3.6
2845971,1249,2,2016-02-22 19:00:00,599.76,14,Office,159384,,,10.6,0.0,-2.2,0.0,1019.0,350.0,3.6
2845972,1249,3,2016-02-22 19:00:00,908.79,14,Office,159384,,,10.6,0.0,-2.2,0.0,1019.0,350.0,3.6
2848050,1249,0,2016-02-22 20:00:00,389.0,14,Office,159384,,,10.0,,-3.3,0.0,1019.0,280.0,2.1
2848051,1249,1,2016-02-22 20:00:00,1009.07,14,Office,159384,,,10.0,,-3.3,0.0,1019.0,280.0,2.1
2848052,1249,2,2016-02-22 20:00:00,659.736,14,Office,159384,,,10.0,,-3.3,0.0,1019.0,280.0,2.1
2848053,1249,3,2016-02-22 20:00:00,875.754,14,Office,159384,,,10.0,,-3.3,0.0,1019.0,280.0,2.1
2850133,1249,0,2016-02-22 21:00:00,383.0,14,Office,159384,,,10.6,0.0,-2.8,0.0,1019.5,,2.6
2850134,1249,1,2016-02-22 21:00:00,982.727,14,Office,159384,,,10.6,0.0,-2.8,0.0,1019.5,,2.6
2850135,1249,2,2016-02-22 21:00:00,719.712,14,Office,159384,,,10.6,0.0,-2.8,0.0,1019.5,,2.6
2850136,1249,3,2016-02-22 21:00:00,868.184,14,Office,159384,,,10.6,0.0,-2.8,0.0,1019.5,,2.6
2852218,1249,0,2016-02-22 22:00:00,408.0,14,Office,159384,,,10.0,0.0,-3.9,0.0,1020.0,0.0,0.0
2852219,1249,1,2016-02-22 22:00:00,951.999,14,Office,159384,,,10.0,0.0,-3.9,0.0,1020.0,0.0,0.0
2852220,1249,2,2016-02-22 22:00:00,959.616,14,Office,159384,,,10.0,0.0,-3.9,0.0,1020.0,0.0,0.0
2852221,1249,3,2016-02-22 22:00:00,866.191,14,Office,159384,,,10.0,0.0,-3.9,0.0,1020.0,0.0,0.0
2854302,1249,0,2016-02-22 23:00:00,349.0,14,Office,159384,,,9.4,0.0,-3.3,0.0,1021.0,0.0,0.0
