,timestamp,meter_reading,meter_type
4165024,2016-03-20 01:00:00,899.64,steam
4165025,2016-03-20 01:00:00,910.398,hotwater
4167129,2016-03-20 02:00:00,310.0,electricity
4167130,2016-03-20 02:00:00,556.81,chilledwater
4167131,2016-03-20 02:00:00,899.64,steam
4167132,2016-03-20 02:00:00,930.822,hotwater
4169237,2016-03-20 03:00:00,332.0,electricity
4169238,2016-03-20 03:00:00,518.147,chilledwater
4169239,2016-03-20 03:00:00,1019.59,steam
4169240,2016-03-20 03:00:00,856.787,hotwater
4171345,2016-03-20 04:00:00,319.0,electricity
4171346,2016-03-20 04:00:00,425.847,chilledwater
4171347,2016-03-20 04:00:00,1079.57,steam
4171348,2016-03-20 04:00:00,888.642,hotwater
4173452,2016-03-20 05:00:00,319.0,electricity
4173453,2016-03-20 05:00:00,358.226,chilledwater
4173454,2016-03-20 05:00:00,1139.54,steam
4173455,2016-03-20 05:00:00,893.804,hotwater
4175558,2016-03-20 06:00:00,307.0,electricity
4175559,2016-03-20 06:00:00,398.374,chilledwater
4175560,2016-03-20 06:00:00,1079.57,steam
4175561,2016-03-20 06:00:00,893.418,hotwater
4177667,2016-03-20 07:00:00,305.0,electricity
4177668,2016-03-20 07:00:00,396.245,chilledwater
4177669,2016-03-20 07:00:00,1019.59,steam
4177670,2016-03-20 07:00:00,906.852,hotwater
4179774,2016-03-20 08:00:00,303.0,electricity
4179775,2016-03-20 08:00:00,350.512,chilledwater
4179776,2016-03-20 08:00:00,1199.52,steam
4179777,2016-03-20 08:00:00,924.292,hotwater
4181880,2016-03-20 09:00:00,311.0,electricity
4181881,2016-03-20 09:00:00,514.337,chilledwater
4181882,2016-03-20 09:00:00,959.616,steam
4181883,2016-03-20 09:00:00,894.11,hotwater
4183988,2016-03-20 10:00:00,315.0,electricity
4183989,2016-03-20 10:00:00,411.924,chilledwater
4183990,2016-03-20 10:00:00,1079.57,steam
4183991,2016-03-20 10:00:00,909.662,hotwater
4186094,2016-03-20 11:00:00,337.0,electricity
4186095,2016-03-20 11:00:00,341.52,chilledwater
4186096,2016-03-20 11:00:00,839.664,steam
4186097,2016-03-20 11:00:00,923.311,hotwater
4188201,2016-03-20 12:00:00,318.0,electricity
4188202,2016-03-20 12:00:00,383.705,chilledwater
4188203,2016-03-20 12:00:00,959.616,steam
4188204,2016-03-20 12:00:00,902.161,hotwater
4190309,2016-03-20 13:00:00,310.0,electricity
4190310,2016-03-20 13:00:00,403.611,chilledwater
4190311,2016-03-20 13:00:00,1079.57,steam
4190312,2016-03-20 13:00:00,932.564,hotwater
4192417,2016-03-20 14:00:00,310.0,electricity
4192418,2016-03-20 14:00:00,305.641,chilledwater
4192419,2016-03-20 14:00:00,1079.57,steam
4192420,2016-03-20 14:00:00,892.348,hotwater
4194526,2016-03-20 15:00:00,311.0,electricity
4194527,2016-03-20 15:00:00,337.041,chilledwater
4194528,2016-03-20 15:00:00,719.712,steam
4194529,2016-03-20 15:00:00,829.79,hotwater
4196634,2016-03-20 16:00:00,322.0,electricity
4196635,2016-03-20 16:00:00,482.825,chilledwater
4196636,2016-03-20 16:00:00,1079.57,steam
4196637,2016-03-20 16:00:00,781.092,hotwater
4198741,2016-03-20 17:00:00,335.0,electricity
4198742,2016-03-20 17:00:00,713.489,chilledwater
4198743,2016-03-20 17:00:00,839.664,steam
4198744,2016-03-20 17:00:00,771.579,hotwater
4200846,2016-03-20 18:00:00,337.0,electricity
4200847,2016-03-20 18:00:00,453.14,chilledwater
4200848,2016-03-20 18:00:00,719.712,steam
4200849,2016-03-20 18:00:00,804.87,hotwater
4202951,2016-03-20 19:00:00,329.0,electricity
4202952,2016-03-20 19:00:00,720.039,chilledwater
4202953,2016-03-20 19:00:00,899.64,steam
4202954,2016-03-20 19:00:00,887.265,hotwater
4205057,2016-03-20 20:00:00,336.0,electricity
4205058,2016-03-20 20:00:00,588.2,chilledwater
4205059,2016-03-20 20:00:00,839.664,steam
4205060,2016-03-20 20:00:00,838.893,hotwater
4207162,2016-03-20 21:00:00,341.0,electricity
4207163,2016-03-20 21:00:00,407.441,chilledwater
4207164,2016-03-20 21:00:00,779.688,steam
4207165,2016-03-20 21:00:00,822.635,hotwater
4209268,2016-03-20 22:00:00,341.0,electricity
4209269,2016-03-20 22:00:00,688.936,chilledwater
4209270,2016-03-20 22:00:00,1139.54,steam
4209271,2016-03-20 22:00:00,932.303,hotwater
4211373,2016-03-20 23:00:00,328.0,electricity
4211374,2016-03-20 23:00:00,572.386,chilledwater
4211375,2016-03-20 23:00:00,959.616,steam
4211376,2016-03-20 23:00:00,975.684,hotwater
4213481,2016-03-21 00:00:00,372.0,electricity
4213482,2016-03-21 00:00:00,589.113,chilledwater
4213483,2016-03-21 00:00:00,719.712,steam
4213484,2016-03-21 00:00:00,955.336,hotwater
4215586,2016-03-21 01:00:00,334.0,electricity
4215587,2016-03-21 01:00:00,644.304,chilledwater
4215588,2016-03-21 01:00:00,779.688,steam
4215589,2016-03-21 01:00:00,946.673,hotwater
4217693,2016-03-21 02:00:00,370.0,electricity
4217694,2016-03-21 02:00:00,579.86,chilledwater
4217695,2016-03-21 02:00:00,899.64,steam
4217696,2016-03-21 02:00:00,913.077,hotwater
4219800,2016-03-21 03:00:00,342.0,electricity
4219801,2016-03-21 03:00:00,458.429,chilledwater
4219802,2016-03-21 03:00:00,899.64,steam
4219803,2016-03-21 03:00:00,907.193,hotwater
4221907,2016-03-21 04:00:00,336.0,electricity
4221908,2016-03-21 04:00:00,571.654,chilledwater
4221909,2016-03-21 04:00:00,779.688,steam
4221910,2016-03-21 04:00:00,875.875,hotwater
4224016,2016-03-21 05:00:00,339.0,electricity
4224017,2016-03-21 05:00:00,570.453,chilledwater
4224018,2016-03-21 05:00:00,959.616,steam
4224019,2016-03-21 05:00:00,907.583,hotwater
4226124,2016-03-21 06:00:00,334.0,electricity
4226125,2016-03-21 06:00:00,477.878,chilledwater
4226126,2016-03-21 06:00:00,959.616,steam
4226127,2016-03-21 06:00:00,859.802,hotwater
4228232,2016-03-21 07:00:00,332.0,electricity
4228233,2016-03-21 07:00:00,341.273,chilledwater
4228234,2016-03-21 07:00:00,899.64,steam
4228235,2016-03-21 07:00:00,877.186,hotwater
4230340,2016-03-21 08:00:00,334.0,electricity
4230341,2016-03-21 08:00:00,361.672,chilledwater
4230342,2016-03-21 08:00:00,959.616,steam
4230343,2016-03-21 08:00:00,926.395,hotwater
4232448,2016-03-21 09:00:00,348.0,electricity
4232449,2016-03-21 09:00:00,530.003,chilledwater
4232450,2016-03-21 09:00:00,959.616,steam
4232451,2016-03-21 09:00:00,965.049,hotwater
4234556,2016-03-21 10:00:00,352.0,electricity
4234557,2016-03-21 10:00:00,432.768,chilledwater
4234558,2016-03-21 10:00:00,899.64,steam
4234559,2016-03-21 10:00:00,964.388,hotwater
4236665,2016-03-21 11:00:00,370.0,electricity
4236666,2016-03-21 11:00:00,386.71,chilledwater
4236667,2016-03-21 11:00:00,1019.59,steam
4236668,2016-03-21 11:00:00,962.125,hotwater
4238774,2016-03-21 12:00:00,342.0,electricity
4238775,2016-03-21 12:00:00,449.356,chilledwater
4238776,2016-03-21 12:00:00,839.664,steam
4238777,2016-03-21 12:00:00,961.118,hotwater
4240882,2016-03-21 13:00:00,419.0,electricity
4240883,2016-03-21 13:00:00,516.385,chilledwater
4240884,2016-03-21 13:00:00,1019.59,steam
4240885,2016-03-21 13:00:00,797.595,hotwater
4242988,2016-03-21 14:00:00,400.0,electricity
4242989,2016-03-21 14:00:00,555.524,chilledwater
4242990,2016-03-21 14:00:00,899.64,steam
4242991,2016-03-21 14:00:00,371.98,hotwater
4245096,2016-03-21 15:00:00,448.0,electricity
4245097,2016-03-21 15:00:00,717.793,chilledwater
4245098,2016-03-21 15:00:00,539.784,steam
4245099,2016-03-21 15:00:00,737.251,hotwater
4247206,2016-03-21 16:00:00,420.0,electricity
4247207,2016-03-21 16:00:00,782.915,chilledwater
4247208,2016-03-21 16:00:00,1139.54,steam
4247209,2016-03-21 16:00:00,836.419,hotwater
4249316,2016-03-21 17:00:00,383.0,electricity
4249317,2016-03-21 17:00:00,913.761,chilledwater
4249318,2016-03-21 17:00:00,719.712,steam
4249319,2016-03-21 17:00:00,683.631,hotwater
4251425,2016-03-21 18:00:00,399.0,electricity
4251426,2016-03-21 18:00:00,709.606,chilledwater
4251427,2016-03-21 18:00:00,779.688,steam
4251428,2016-03-21 18:00:00,673.887,hotwater
4253534,2016-03-21 19:00:00,405.0,electricity
4253535,2016-03-21 19:00:00,758.45,chilledwater
4253536,2016-03-21 19:00:00,839.664,steam
4253537,2016-03-21 19:00:00,684.507,hotwater
4255642,2016-03-21 20:00:00,404.0,electricity
4255643,2016-03-21 20:00:00,826.837,chilledwater
4255644,2016-03-21 20:00:00,779.688,steam
4255645,2016-03-21 20:00:00,619.246,hotwater
4257750,2016-03-21 21:00:00,448.0,electricity
4257751,2016-03-21 21:00:00,931.83,chilledwater
4257752,2016-03-21 21:00:00,779.688,steam
4257753,2016-03-21 21:00:00,818.584,hotwater
4259858,2016-03-21 22:00:00,359.0,electricity
4259859,2016-03-21 22:00:00,939.912,chilledwater
4259860,2016-03-21 22:00:00,659.736,steam
4259861,2016-03-21 22:00:00,824.352,hotwater
4261966,2016-03-21 23:00:00,372.0,electricity
4261967,2016-03-21 23:00:00,609.368,chilledwater
4261968,2016-03-21 23:00:00,719.712,steam
4261969,2016-03-21 23:00:00,801.921,hotwater
4264075,2016-03-22 00:00:00,373.0,electricity
4264076,2016-03-22 00:00:00,674.459,chilledwater
4264077,2016-03-22 00:00:00,839.664,steam
4264078,2016-03-22 00:00:00,870.542,hotwater
4266181,2016-03-22 01:00:00,347.0,electricity
4266182,2016-03-22 01:00:00,684.54,chilledwater
4266183,2016-03-22 01:00:00,1079.57,steam
4266184,2016-03-22 01:00:00,901.385,hotwater
4268289,2016-03-22 02:00:00,372.0,electricity
4268290,2016-03-22 02:00:00,469.885,chilledwater
4268291,2016-03-22 02:00:00,899.64,steam
4268292,2016-03-22 02:00:00,889.544,hotwater
4270397,2016-03-22 03:00:00,327.0,electricity
4270398,2016-03-22 03:00:00,526.161,chilledwater
4270399,2016-03-22 03:00:00,1019.59,steam
4270400,2016-03-22 03:00:00,861.725,hotwater
4272506,2016-03-22 04:00:00,332.0,electricity
4272507,2016-03-22 04:00:00,557.395,chilledwater
4272508,2016-03-22 04:00:00,1019.59,steam
4272509,2016-03-22 04:00:00,888.642,hotwater
4274615,2016-03-22 05:00:00,358.0,electricity
4274616,2016-03-22 05:00:00,444.579,chilledwater
4274617,2016-03-22 05:00:00,959.616,steam
4274618,2016-03-22 05:00:00,907.268,hotwater
4276724,2016-03-22 06:00:00,338.0,electricity
4276725,2016-03-22 06:00:00,396.463,chilledwater
4276726,2016-03-22 06:00:00,1019.59,steam
4276727,2016-03-22 06:00:00,982.469,hotwater
4278833,2016-03-22 07:00:00,396.0,electricity
4278834,2016-03-22 07:00:00,508.774,chilledwater
4278835,2016-03-22 07:00:00,1199.52,steam
4278836,2016-03-22 07:00:00,927.111,hotwater
4280944,2016-03-22 08:00:00,371.0,electricity
4280945,2016-03-22 08:00:00,735.83,chilledwater
4280946,2016-03-22 08:00:00,1379.45,steam
4280947,2016-03-22 08:00:00,886.539,hotwater
4283052,2016-03-22 09:00:00,391.0,electricity
4283053,2016-03-22 09:00:00,937.053,chilledwater
4283054,2016-03-22 09:00:00,1559.38,steam
4283055,2016-03-22 09:00:00,932.232,hotwater
4285163,2016-03-22 10:00:00,338.0,electricity
4285164,2016-03-22 10:00:00,615.23,chilledwater
4285165,2016-03-22 10:00:00,1439.42,steam
4285166,2016-03-22 10:00:00,922.039,hotwater
4287273,2016-03-22 11:00:00,338.0,electricity
4287274,2016-03-22 11:00:00,548.44,chilledwater
4287275,2016-03-22 11:00:00,1499.4,steam
4287276,2016-03-22 11:00:00,854.675,hotwater
4289383,2016-03-22 12:00:00,323.0,electricity
4289384,2016-03-22 12:00:00,606.779,chilledwater
4289385,2016-03-22 12:00:00,1439.42,steam
4289386,2016-03-22 12:00:00,878.583,hotwater
4291493,2016-03-22 13:00:00,382.0,electricity
4291494,2016-03-22 13:00:00,1008.15,chilledwater
4291495,2016-03-22 13:00:00,1079.57,steam
4291496,2016-03-22 13:00:00,793.509,hotwater
4293603,2016-03-22 14:00:00,375.0,electricity
4293604,2016-03-22 14:00:00,556.73,chilledwater
4293605,2016-03-22 14:00:00,1199.52,steam
4293606,2016-03-22 14:00:00,735.028,hotwater
4295708,2016-03-22 15:00:00,375.0,electricity
4295709,2016-03-22 15:00:00,745.529,chilledwater
4295710,2016-03-22 15:00:00,1139.54,steam
4295711,2016-03-22 15:00:00,656.267,hotwater
4297813,2016-03-22 16:00:00,369.0,electricity
4297814,2016-03-22 16:00:00,892.097,chilledwater
4297815,2016-03-22 16:00:00,1019.59,steam
4297816,2016-03-22 16:00:00,379.611,hotwater
4299919,2016-03-22 17:00:00,376.0,electricity
4299920,2016-03-22 17:00:00,810.279,chilledwater
4299921,2016-03-22 17:00:00,599.76,steam
4299922,2016-03-22 17:00:00,452.508,hotwater
4302026,2016-03-22 18:00:00,396.0,electricity
4302027,2016-03-22 18:00:00,891.513,chilledwater
4302028,2016-03-22 18:00:00,479.808,steam
4302029,2016-03-22 18:00:00,453.033,hotwater
4304134,2016-03-22 19:00:00,378.0,electricity
4304135,2016-03-22 19:00:00,1056.49,chilledwater
4304136,2016-03-22 19:00:00,539.784,steam
4304137,2016-03-22 19:00:00,421.114,hotwater
4306241,2016-03-22 20:00:00,414.0,electricity
4306242,2016-03-22 20:00:00,1114.25,chilledwater
4306243,2016-03-22 20:00:00,539.784,steam
4306244,2016-03-22 20:00:00,490.285,hotwater
4308347,2016-03-22 21:00:00,387.0,electricity
4308348,2016-03-22 21:00:00,1109.02,chilledwater
4308349,2016-03-22 21:00:00,599.76,steam
4308350,2016-03-22 21:00:00,519.306,hotwater
4310455,2016-03-22 22:00:00,387.0,electricity
4310456,2016-03-22 22:00:00,1109.02,chilledwater
4310457,2016-03-22 22:00:00,599.76,steam
4310458,2016-03-22 22:00:00,519.306,hotwater
4312561,2016-03-22 23:00:00,387.0,electricity
4312562,2016-03-22 23:00:00,1109.02,chilledwater
4312563,2016-03-22 23:00:00,599.76,steam
4312564,2016-03-22 23:00:00,519.306,hotwater
4314668,2016-03-23 00:00:00,387.0,electricity
4314669,2016-03-23 00:00:00,1109.02,chilledwater
4314670,2016-03-23 00:00:00,599.76,steam
4314671,2016-03-23 00:00:00,519.306,hotwater
4316773,2016-03-23 01:00:00,387.0,electricity
4316774,2016-03-23 01:00:00,1109.02,chilledwater
4316775,2016-03-23 01:00:00,599.76,steam
4316776,2016-03-23 01:00:00,519.306,hotwater
4318881,2016-03-23 02:00:00,387.0,electricity
4318882,2016-03-23 02:00:00,1109.02,chilledwater
4318883,2016-03-23 02:00:00,599.76,steam
4318884,2016-03-23 02:00:00,519.306,hotwater
4320989,2016-03-23 03:00:00,387.0,electricity
4320990,2016-03-23 03:00:00,1109.02,chilledwater
4320991,2016-03-23 03:00:00,599.76,steam
4320992,2016-03-23 03:00:00,519.306,hotwater
4323098,2016-03-23 04:00:00,387.0,electricity
4323099,2016-03-23 04:00:00,1109.02,chilledwater
4323100,2016-03-23 04:00:00,599.76,steam
4323101,2016-03-23 04:00:00,519.306,hotwater
4325207,2016-03-23 05:00:00,387.0,electricity
4325208,2016-03-23 05:00:00,1109.02,chilledwater
4325209,2016-03-23 05:00:00,599.76,steam
4325210,2016-03-23 05:00:00,519.306,hotwater
4327316,2016-03-23 06:00:00,387.0,electricity
4327317,2016-03-23 06:00:00,1109.02,chilledwater
4327318,2016-03-23 06:00:00,599.76,steam
4327319,2016-03-23 06:00:00,519.306,hotwater
4329425,2016-03-23 07:00:00,387.0,electricity
4329426,2016-03-23 07:00:00,1109.02,chilledwater
4329427,2016-03-23 07:00:00,599.76,steam
4329428,2016-03-23 07:00:00,519.306,hotwater
4331535,2016-03-23 08:00:00,387.0,electricity
4331536,2016-03-23 08:00:00,1109.02,chilledwater
4331537,2016-03-23 08:00:00,599.76,steam
4331538,2016-03-23 08:00:00,519.306,hotwater
4333645,2016-03-23 09:00:00,387.0,electricity
4333646,2016-03-23 09:00:00,1109.02,chilledwater
4333647,2016-03-23 09:00:00,599.76,steam
4333648,2016-03-23 09:00:00,519.306,hotwater
4335754,2016-03-23 10:00:00,302.0,electricity
4335755,2016-03-23 10:00:00,443.926,chilledwater
4335756,2016-03-23 10:00:00,899.64,steam
4335757,2016-03-23 10:00:00,886.299,hotwater
4337863,2016-03-23 11:00:00,340.0,electricity
4337864,2016-03-23 11:00:00,356.531,chilledwater
4337865,2016-03-23 11:00:00,899.64,steam
4337866,2016-03-23 11:00:00,863.823,hotwater
4339971,2016-03-23 12:00:00,355.0,electricity
4339972,2016-03-23 12:00:00,489.479,chilledwater
4339973,2016-03-23 12:00:00,1079.57,steam
4339974,2016-03-23 12:00:00,818.945,hotwater
4342079,2016-03-23 13:00:00,381.0,electricity
4342080,2016-03-23 13:00:00,797.216,chilledwater
4342081,2016-03-23 13:00:00,839.664,steam
4342082,2016-03-23 13:00:00,220.628,hotwater
4344183,2016-03-23 14:00:00,387.0,electricity
4344184,2016-03-23 14:00:00,734.287,chilledwater
4344185,2016-03-23 14:00:00,659.736,steam
4344186,2016-03-23 14:00:00,520.408,hotwater
4346292,2016-03-23 15:00:00,379.0,electricity
4346293,2016-03-23 15:00:00,993.375,chilledwater
4346294,2016-03-23 15:00:00,479.808,steam
4346295,2016-03-23 15:00:00,510.794,hotwater
4348114,2016-03-23 16:00:00,451.0,electricity
4348115,2016-03-23 16:00:00,1224.29,chilledwater
4348116,2016-03-23 16:00:00,479.808,steam
4348117,2016-03-23 16:00:00,473.252,hotwater
4350223,2016-03-23 17:00:00,434.0,electricity
4350224,2016-03-23 17:00:00,1331.43,chilledwater
4350225,2016-03-23 17:00:00,599.76,steam
4350226,2016-03-23 17:00:00,471.584,hotwater
4352330,2016-03-23 18:00:00,392.0,electricity
4352331,2016-03-23 18:00:00,1591.04,chilledwater
4352332,2016-03-23 18:00:00,599.76,steam
4352333,2016-03-23 18:00:00,477.978,hotwater
4354437,2016-03-23 19:00:00,402.0,electricity
4354438,2016-03-23 19:00:00,1635.99,chilledwater
4354439,2016-03-23 19:00:00,479.808,steam
4354440,2016-03-23 19:00:00,477.442,hotwater
4356542,2016-03-23 20:00:00,414.0,electricity
4356543,2016-03-23 20:00:00,1961.87,chilledwater
4356544,2016-03-23 20:00:00,419.832,steam
4356545,2016-03-23 20:00:00,481.523,hotwater
4358647,2016-03-23 21:00:00,439.0,electricity
4358648,2016-03-23 21:00:00,1766.4,chilledwater
4358649,2016-03-23 21:00:00,479.808,steam
4358650,2016-03-23 21:00:00,483.296,hotwater
4360753,2016-03-23 22:00:00,346.0,electricity
4360754,2016-03-23 22:00:00,1268.56,chilledwater
4360755,2016-03-23 22:00:00,539.784,steam
4360756,2016-03-23 22:00:00,522.535,hotwater
4362859,2016-03-23 23:00:00,366.0,electricity
4362860,2016-03-23 23:00:00,1222.24,chilledwater
4362861,2016-03-23 23:00:00,659.736,steam
4362862,2016-03-23 23:00:00,506.598,hotwater
4364966,2016-03-24 00:00:00,383.0,electricity
4364967,2016-03-24 00:00:00,1551.65,chilledwater
4364968,2016-03-24 00:00:00,1199.52,steam
4364969,2016-03-24 00:00:00,514.639,hotwater
4367070,2016-03-24 01:00:00,355.0,electricity
4367071,2016-03-24 01:00:00,1041.31,chilledwater
4367072,2016-03-24 01:00:00,839.664,steam
4367073,2016-03-24 01:00:00,514.434,hotwater
4369174,2016-03-24 02:00:00,354.0,electricity
4369175,2016-03-24 02:00:00,835.676,chilledwater
4369176,2016-03-24 02:00:00,719.712,steam
4369177,2016-03-24 02:00:00,517.203,hotwater
4371280,2016-03-24 03:00:00,369.0,electricity
4371281,2016-03-24 03:00:00,1242.63,chilledwater
4371282,2016-03-24 03:00:00,539.784,steam
4371283,2016-03-24 03:00:00,517.203,hotwater
4373386,2016-03-24 04:00:00,313.0,electricity
4373387,2016-03-24 04:00:00,944.686,chilledwater
4373388,2016-03-24 04:00:00,599.76,steam
4373389,2016-03-24 04:00:00,513.798,hotwater
4375491,2016-03-24 05:00:00,330.0,electricity
4375492,2016-03-24 05:00:00,726.061,chilledwater
4375493,2016-03-24 05:00:00,539.784,steam
4375494,2016-03-24 05:00:00,503.829,hotwater
4377595,2016-03-24 06:00:00,338.0,electricity
4377596,2016-03-24 06:00:00,474.026,chilledwater
4377597,2016-03-24 06:00:00,719.712,steam
4377598,2016-03-24 06:00:00,504.26,hotwater
4379702,2016-03-24 07:00:00,322.0,electricity
4379703,2016-03-24 07:00:00,1141.29,chilledwater
4379704,2016-03-24 07:00:00,659.736,steam
4379705,2016-03-24 07:00:00,513.798,hotwater
4381806,2016-03-24 08:00:00,329.0,electricity
4381807,2016-03-24 08:00:00,702.076,chilledwater
4381808,2016-03-24 08:00:00,719.712,steam
4381809,2016-03-24 08:00:00,538.478,hotwater
4383908,2016-03-24 09:00:00,320.0,electricity
4383909,2016-03-24 09:00:00,925.551,chilledwater
4383910,2016-03-24 09:00:00,599.76,steam
4383911,2016-03-24 09:00:00,843.349,hotwater
4386015,2016-03-24 10:00:00,317.0,electricity
4386016,2016-03-24 10:00:00,632.589,chilledwater
4386017,2016-03-24 10:00:00,539.784,steam
4386018,2016-03-24 10:00:00,907.108,hotwater
4388120,2016-03-24 11:00:00,376.0,electricity
4388121,2016-03-24 11:00:00,518.461,chilledwater
4388122,2016-03-24 11:00:00,779.688,steam
4388123,2016-03-24 11:00:00,779.7,hotwater
4390224,2016-03-24 12:00:00,320.0,electricity
4390225,2016-03-24 12:00:00,686.625,chilledwater
4390226,2016-03-24 12:00:00,719.712,steam
4390227,2016-03-24 12:00:00,625.324,hotwater
4392330,2016-03-24 13:00:00,348.0,electricity
4392331,2016-03-24 13:00:00,658.977,chilledwater
4392332,2016-03-24 13:00:00,779.688,steam
4392333,2016-03-24 13:00:00,442.268,hotwater
4394436,2016-03-24 14:00:00,370.0,electricity
4394437,2016-03-24 14:00:00,1311.19,chilledwater
4394438,2016-03-24 14:00:00,299.88,steam
4394439,2016-03-24 14:00:00,515.921,hotwater
4396542,2016-03-24 15:00:00,362.0,electricity
4396543,2016-03-24 15:00:00,1305.25,chilledwater
4396544,2016-03-24 15:00:00,539.784,steam
4396545,2016-03-24 15:00:00,508.23,hotwater
4398649,2016-03-24 16:00:00,361.0,electricity
4398650,2016-03-24 16:00:00,1532.89,chilledwater
4398651,2016-03-24 16:00:00,479.808,steam
4398652,2016-03-24 16:00:00,524.113,hotwater
4400759,2016-03-24 17:00:00,393.0,electricity
4400760,2016-03-24 17:00:00,1852.09,chilledwater
4400761,2016-03-24 17:00:00,419.832,steam
4400762,2016-03-24 17:00:00,461.12,hotwater
4402867,2016-03-24 18:00:00,376.0,electricity
4402868,2016-03-24 18:00:00,1821.71,chilledwater
4402869,2016-03-24 18:00:00,359.856,steam
4402870,2016-03-24 18:00:00,467.343,hotwater
4404974,2016-03-24 19:00:00,403.0,electricity
4404975,2016-03-24 19:00:00,1883.63,chilledwater
4404976,2016-03-24 19:00:00,659.736,steam
4404977,2016-03-24 19:00:00,521.379,hotwater
4407078,2016-03-24 20:00:00,390.0,electricity
4407079,2016-03-24 20:00:00,1960.23,chilledwater
4407080,2016-03-24 20:00:00,479.808,steam
4407081,2016-03-24 20:00:00,525.435,hotwater
4409182,2016-03-24 21:00:00,384.0,electricity
4409183,2016-03-24 21:00:00,2148.37,chilledwater
4409184,2016-03-24 21:00:00,659.736,steam
4409185,2016-03-24 21:00:00,519.486,hotwater
4411290,2016-03-24 22:00:00,381.0,electricity
4411291,2016-03-24 22:00:00,1990.73,chilledwater
4411292,2016-03-24 22:00:00,539.784,steam
4411293,2016-03-24 22:00:00,493.921,hotwater
4413395,2016-03-24 23:00:00,384.0,electricity
4413396,2016-03-24 23:00:00,1651.82,chilledwater
4413397,2016-03-24 23:00:00,959.616,steam
4413398,2016-03-24 23:00:00,486.68,hotwater
4415500,2016-03-25 00:00:00,381.0,electricity
4415501,2016-03-25 00:00:00,1600.46,chilledwater
4415502,2016-03-25 00:00:00,539.784,steam
4415503,2016-03-25 00:00:00,484.477,hotwater
4417603,2016-03-25 01:00:00,323.0,electricity
4417604,2016-03-25 01:00:00,1532.06,chilledwater
4417605,2016-03-25 01:00:00,659.736,steam
4417606,2016-03-25 01:00:00,518.66,hotwater
4419709,2016-03-25 02:00:00,326.0,electricity
4419710,2016-03-25 02:00:00,1431.78,chilledwater
4419711,2016-03-25 02:00:00,1439.42,steam
4419712,2016-03-25 02:00:00,519.426,hotwater
4421815,2016-03-25 03:00:00,333.0,electricity
4421816,2016-03-25 03:00:00,1041.08,chilledwater
4421817,2016-03-25 03:00:00,659.736,steam
4421818,2016-03-25 03:00:00,520.808,hotwater
4423920,2016-03-25 04:00:00,323.0,electricity
4423921,2016-03-25 04:00:00,1010.43,chilledwater
4423922,2016-03-25 04:00:00,779.688,steam
4423923,2016-03-25 04:00:00,522.13,hotwater
4426024,2016-03-25 05:00:00,297.0,electricity
4426025,2016-03-25 05:00:00,1067.63,chilledwater
4426026,2016-03-25 05:00:00,659.736,steam
4426027,2016-03-25 05:00:00,490.841,hotwater
4428130,2016-03-25 06:00:00,353.0,electricity
4428131,2016-03-25 06:00:00,1104.62,chilledwater
4428132,2016-03-25 06:00:00,599.76,steam
4428133,2016-03-25 06:00:00,493.57,hotwater
4430236,2016-03-25 07:00:00,360.0,electricity
4430237,2016-03-25 07:00:00,1086.83,chilledwater
4430238,2016-03-25 07:00:00,599.76,steam
4430239,2016-03-25 07:00:00,491.342,hotwater
4432342,2016-03-25 08:00:00,302.0,electricity
4432343,2016-03-25 08:00:00,1365.91,chilledwater
4432344,2016-03-25 08:00:00,839.664,steam
4432345,2016-03-25 08:00:00,501.927,hotwater
4434448,2016-03-25 09:00:00,313.0,electricity
4434449,2016-03-25 09:00:00,1255.8,chilledwater
4434450,2016-03-25 09:00:00,479.808,steam
4434451,2016-03-25 09:00:00,520.598,hotwater
4436554,2016-03-25 10:00:00,305.0,electricity
4436555,2016-03-25 10:00:00,1270.11,chilledwater
4436556,2016-03-25 10:00:00,599.76,steam
4436557,2016-03-25 10:00:00,529.325,hotwater
4438660,2016-03-25 11:00:00,299.0,electricity
4438661,2016-03-25 11:00:00,1285.78,chilledwater
4438662,2016-03-25 11:00:00,419.832,steam
4438663,2016-03-25 11:00:00,527.357,hotwater
4440767,2016-03-25 12:00:00,313.0,electricity
4440768,2016-03-25 12:00:00,1112.15,chilledwater
4440769,2016-03-25 12:00:00,479.808,steam
4440770,2016-03-25 12:00:00,554.846,hotwater
4442870,2016-03-25 13:00:00,350.0,electricity
4442871,2016-03-25 13:00:00,1238.1,chilledwater
4442872,2016-03-25 13:00:00,599.76,steam
4442873,2016-03-25 13:00:00,514.139,hotwater
4444975,2016-03-25 14:00:00,351.0,electricity
4444976,2016-03-25 14:00:00,1629.53,chilledwater
4444977,2016-03-25 14:00:00,719.712,steam
4444978,2016-03-25 14:00:00,526.095,hotwater
4447080,2016-03-25 15:00:00,387.0,electricity
4447081,2016-03-25 15:00:00,1646.42,chilledwater
4447082,2016-03-25 15:00:00,299.88,steam
4447083,2016-03-25 15:00:00,522.11,hotwater
4449183,2016-03-25 16:00:00,375.0,electricity
4449184,2016-03-25 16:00:00,1721.59,chilledwater
4449185,2016-03-25 16:00:00,359.856,steam
4449186,2016-03-25 16:00:00,528.078,hotwater
4451290,2016-03-25 17:00:00,396.0,electricity
4451291,2016-03-25 17:00:00,1695.37,chilledwater
4451292,2016-03-25 17:00:00,659.736,steam
